Title,IMDb Rating,Year,Certificates,Genre,Director,Star Cast,MetaScore,Poster-src,Duration (minutes),embedding_text,Generated_Plot
Dr. Otto Dekein's Original Design,6.7,2009,R,Comedy,Dean Sullivan Adams,Ryan DaviesDanny PerezJoe Raspolich,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Dr. Otto Dekein's Original Design; Genre: Comedy; Director: Dean Sullivan Adams; Cast: Ryan DaviesDanny PerezJoe Raspolich,"When a quirky inventor's latest creation – a self-assembling robotic dog – malfunctions spectacularly, it unleashes chaos on a sleepy suburban town.  The inventor, a man more comfortable with circuits than people, must team up with an unlikely ally to contain the canine catastrophe before it's too late.  Hilarity ensues as they navigate increasingly absurd situations involving runaway robots, confused neighbors, and a whole lot of chewed-up furniture.  Their race against time to fix the robot dog is a battle against chaos, and their own questionable skills."
An Human,7.5,2011,R,Drama,Koushik Kr,Koushik Kr,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: An Human; Genre: Drama; Director: Koushik Kr; Cast: Koushik Kr,"A solitary man, grappling with profound loneliness and the weight of unspoken grief, finds his isolated existence disrupted by an unexpected encounter. This chance meeting forces him to confront his past traumas and the fragile nature of human connection.  He must choose between retreating into his familiar solitude or embracing the risk of vulnerability and forging a new path. The journey is a poignant exploration of human resilience and the search for belonging."
Ekho: Fall of an Empire,5.8,2004,R,Sci-Fi,Jim McCullough,Jim McCulloughAmanda MortenKristin Astourian,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Ekho: Fall of an Empire; Genre: Sci-Fi; Director: Jim McCullough; Cast: Jim McCulloughAmanda MortenKristin Astourian,"In the distant future, the technologically advanced Ekho Empire faces a devastating internal conflict, threatening its very existence.  A rebellion, fueled by suppressed dissent and a hidden prophecy, ignites a brutal civil war.  As the empire crumbles, a lone warrior must choose between loyalty and freedom, fighting to reshape the destiny of their world.  The fate of an entire civilization hangs in the balance, determined by a single, desperate gamble."
Jumborg Ace & Giant,6.8,1974,R,Action,Sompote Sands,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BYmM1MjNlZDctYzMxYi00ZWM0LWI5ZmYtYzY3MjA5YTMyNDVjXkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR18,0,190,281_.jpg",116.3,Title: Jumborg Ace & Giant; Genre: Action; Director: Sompote Sands; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"In a futuristic city under siege by monstrous creatures, a lone, highly skilled pilot named Jumborg Ace must team up with a colossal, technologically advanced robot named Giant.  Together, they face impossible odds to defend humanity against a relentless wave of attacks.  Their unlikely alliance is tested as they battle terrifying enemies and uncover a shocking conspiracy.  Only by combining their unique skills can they hope to secure the city's survival and save civilization."
The Leafblower,6.6,1998,R,Comedy,Dominic DeJoseph,Jeanne FossMarco GiudiceJon Hyrns,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: The Leafblower; Genre: Comedy; Director: Dominic DeJoseph; Cast: Jeanne FossMarco GiudiceJon Hyrns,"A hapless landscaper's life takes an unexpected turn when his trusty leafblower malfunctions, unleashing a bizarre chain reaction of increasingly hilarious events.  Suddenly embroiled in a town-wide chaos, he must use his unlikely contraption – and a surprising amount of ingenuity – to fix his mistakes.  The escalating absurdity threatens to engulf the entire community, resulting in a chaotic, laugh-out-loud showdown.  Ultimately, it's a battle against the ridiculous, where only sheer luck and a powerful leafblower can save the day."
Where the Journey Ends,5.0,2015,R,Action,Ryan Firth,Andriy DemtschukAidan RawnsleyRyan Firth,66.0,"https://m.media-amazon.com/images/M/MV5BMTY3NzAwOTU5Nl5BMl5BanBnXkFtZTgwOTY3MjQ1NzE@._V1_QL75_UY281_CR14,0,190,281_.jpg",116.3,Title: Where the Journey Ends; Genre: Action; Director: Ryan Firth; Cast: Andriy DemtschukAidan RawnsleyRyan Firth,"A seasoned mercenary, haunted by a past mission gone wrong, accepts one last, seemingly impossible job: retrieving a stolen artifact from a heavily fortified compound.  His meticulous plan unravels when he discovers a deeper conspiracy, forcing him into a desperate fight for survival against overwhelming odds.  Betrayal and unexpected alliances complicate his mission as he races against time to expose the truth and escape with his life. The journey pushes him to his physical and moral limits, forcing a confrontation with his own demons."
Ché OVNI,5.0,1968,R,Comedy,Aníbal Uset,Jorge SobralMarcela López ReyJuan Carlos Altavista,66.0,"https://m.media-amazon.com/images/M/MV5BODQ2NWViNWEtYWJmZC00MGFjLWEwMjEtOTBkZDZhZTQ5NTExXkEyXkFqcGdeQXVyMjQ0NzgwNzY@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3,Title: Ché OVNI; Genre: Comedy; Director: Aníbal Uset; Cast: Jorge SobralMarcela López ReyJuan Carlos Altavista,"In 1968 Argentina, a struggling tango musician stumbles upon a crashed UFO, sparking a series of hilariously chaotic events.  His attempts to exploit the alien technology for fame and fortune are constantly undermined by his own incompetence and the bizarre reactions of those around him.  As the situation escalates, he finds himself entangled in a wild chase involving the military, jealous rivals, and a surprisingly unhelpful extraterrestrial. The result is a comedic whirlwind of mistaken identities, absurd situations, and unexpected friendships."
Raki II: Raki vs. Nemesis,6.4,1996,R,Family,Lewis C. Austin,Andrew RobertsValerie MeachumMichael Evanichko,66.0,"https://m.media-amazon.com/images/M/MV5BZTI0MzkzNzAtMjJlYy00MmE5LThkYzUtOTFiYzhiOTgxYzE5XkEyXkFqcGdeQXVyNzMzNzY0Ng@@._V1_QL75_UY281_CR93,0,190,281_.jpg",116.3,Title: Raki II: Raki vs. Nemesis; Genre: Family; Director: Lewis C. Austin; Cast: Andrew RobertsValerie MeachumMichael Evanichko,"Raki, a spirited young boy with extraordinary abilities, faces his greatest challenge yet: Nemesis, a powerful, shadowy entity threatening to plunge the world into darkness.  Raki must harness his inner strength and the help of unlikely allies to confront this formidable foe.  Their epic battle tests the limits of courage and family bonds.  Ultimately, Raki learns that true strength comes not from power alone, but from love and unwavering belief."
Robot Taekwon V: Wooju jakjeon,5.7,1976,R,Animation,Cheong-gi Kim,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BNWI3ZDU3OWMtNmFiMy00Mzk1LWI0NmEtYzU1NDE1YTQ4MWY0XkEyXkFqcGdeQXVyNDUxNjc5NjY@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: Robot Taekwon V: Wooju jakjeon; Genre: Animation; Director: Cheong-gi Kim; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"Giant robot Taekwon V faces an unprecedented threat when a powerful alien force invades Earth.  The fate of humanity rests on the shoulders of its brave pilot as he must utilize all of Taekwon V's incredible power to defend the planet.  A desperate battle ensues, filled with spectacular action and high stakes.  Against overwhelming odds, the robot and its pilot must overcome unimaginable challenges to secure victory.  The future hangs in the balance as this epic clash between man, machine, and alien invaders unfolds."
Young-guwa hwanggeum bakjwi,6.2,1992,R,Action,Ki-nam Nam,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Young-guwa hwanggeum bakjwi; Genre: Action; Director: Ki-nam Nam; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"A relentless assassin, known only as Young-gu, is pursued across a neon-drenched cityscape after a botched heist.  His only hope of survival lies in retrieving a legendary golden artifact – the Hwanggeum Bakjwi – rumored to hold unimaginable power.  But a shadowy organization and rival assassins are also after the artifact, forcing Young-gu into a desperate race against time.  Betrayal and brutal combat await at every turn as he fights for his life and the fate of the Hwanggeum Bakjwi."
Space Specks,7.1,2003,R,Comedy,Rick Dunbar,Tom SellwoodKrista WelterGreg Salomone,66.0,"https://m.media-amazon.com/images/M/MV5BMTg2NzQ2NDk5NV5BMl5BanBnXkFtZTcwNjk2MDAwMQ@@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: Space Specks; Genre: Comedy; Director: Rick Dunbar; Cast: Tom SellwoodKrista WelterGreg Salomone,"When a bizarre meteor shower deposits microscopic alien lifeforms onto Earth, three unlikely friends find themselves at the center of a hilarious intergalactic crisis.  These tiny aliens, with surprisingly large personalities, wreak havoc on everyday life, turning mundane situations into chaotic comedy.  Their antics escalate quickly, forcing the friends to devise a wacky plan to save the planet – and possibly themselves – from utter absurdity.  The fate of the world rests on their ability to understand, and maybe even befriend, these microscopic invaders."
The Man Near Skitter Creek,6.4,2012,R,Comedy,Jake Swing,Jake Swing,66.0,"https://m.media-amazon.com/images/M/MV5BMTEyMDQ4MzAxODJeQTJeQWpwZ15BbWU4MDU4Nzc5MDAx._V1_QL75_UY281_CR8,0,190,281_.jpg",116.3,Title: The Man Near Skitter Creek; Genre: Comedy; Director: Jake Swing; Cast: Jake Swing,"A perpetually unlucky accountant stumbles upon a hidden community of eccentric swamp dwellers near Skitter Creek.  Their bizarre customs and hilarious antics throw his orderly life into chaotic disarray.  He's forced to confront his own uptight nature while helping the swamp folk with a ridiculously complicated problem.  Ultimately, he discovers unexpected joy and a newfound appreciation for embracing the absurd.  The experience transforms him from a nervous wreck into a surprisingly capable – and slightly swampy – individual."
Earth Without War,6.6,2017,R,Sci-Fi,J. Carlos Portela,Swaylee LoughnaneLee WestwickDaniel Eghan,66.0,"https://m.media-amazon.com/images/M/MV5BNmMzZWVlMjUtMmY3YS00ZmE3LTg3YTEtY2MwMWRkM2ZkY2MzXkEyXkFqcGdeQXVyNjA3Mzg2ODc@._V1_QL75_UY281_CR216,0,190,281_.jpg",116.3,Title: Earth Without War; Genre: Sci-Fi; Director: J. Carlos Portela; Cast: Swaylee LoughnaneLee WestwickDaniel Eghan,"In a future where global conflict has been eradicated through a mysterious technological advancement, a young scientist uncovers a hidden truth about the peace: it's a meticulously crafted illusion, masking a far more sinister manipulation of humanity.  As she races to expose the deception, powerful forces work to silence her, threatening to plunge the world back into chaos.  The line between utopian peace and terrifying control blurs, forcing her to choose between exposing the truth and preserving the fragile stability.  Her quest for the truth will determine the fate of the world."
Yo Alien,7.0,2002,R,Sci-Fi,Foster V. Corder,Dick DeCoitTichina ArnoldCylk Cozart,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Yo Alien; Genre: Sci-Fi; Director: Foster V. Corder; Cast: Dick DeCoitTichina ArnoldCylk Cozart,"When a boisterous alien crash-lands in a quiet suburban neighborhood, a mismatched group of residents must band together to help the bewildered extraterrestrial.  Their unlikely alliance faces increasing pressure as government agents close in, determined to capture the alien for their own purposes.  Secrets are revealed, friendships are forged, and the fate of the alien – and possibly the world – hangs in the balance.  This hilarious and heartwarming sci-fi adventure proves that even the strangest of visitors can teach us about ourselves."
Puerta del tiempo,6.6,2002,R,Animation,Pedro Delgado,Sandra JaraInma GallegoJavier Gurruchaga,66.0,"https://m.media-amazon.com/images/M/MV5BMjA4NzY0NTAwM15BMl5BanBnXkFtZTcwNjgzODQxNA@@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: Puerta del tiempo; Genre: Animation; Director: Pedro Delgado; Cast: Sandra JaraInma GallegoJavier Gurruchaga,"A curious young girl discovers a hidden door leading to a fantastical world frozen in time.  She must unravel the mystery of this enchanted realm, battling whimsical creatures and solving ancient riddles.  Her journey forces her to confront her own fears and discover unexpected strengths.  Only by restoring the balance between past and present can she safely return home.  The fate of both worlds rests on her slender shoulders."
Star Wars: The Dark Reckoning,6.0,2017,R,Sci-Fi,Mark Newton,Brian WoodwardAlexander DoddySarah Greiner-Dudaniec,66.0,"https://m.media-amazon.com/images/M/MV5BMjBkNTU0YWQtYWI5Ny00YTgxLTk3YjgtMmY0ZWFlYWYyODA1XkEyXkFqcGdeQXVyMzYyMDQwMjI@._V1_QL75_UY281_CR152,0,190,281_.jpg",116.3,Title: Star Wars: The Dark Reckoning; Genre: Sci-Fi; Director: Mark Newton; Cast: Brian WoodwardAlexander DoddySarah Greiner-Dudaniec,"Years after the fall of the Empire, a new Sith Lord rises, wielding a terrifying power capable of shattering the fragile peace of the New Republic.  A ragtag group of heroes, both familiar and unexpected, must confront this looming threat.  Their journey takes them to uncharted corners of the galaxy, forcing them to confront their pasts and make impossible choices.  The fate of the galaxy hangs in the balance as they race against time to stop the Sith Lord's devastating plan.  Ultimately, the line between light and dark blurs as alliances shift and sacrifices are made."
Eunhaeseo on Byeolddong wangja,7.5,1987,R,Action,Do-won Seok,Geon-ju LeeYong-shik LeeHyeong-jung Kim,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Eunhaeseo on Byeolddong wangja; Genre: Action; Director: Do-won Seok; Cast: Geon-ju LeeYong-shik LeeHyeong-jung Kim,"In a war-torn kingdom, a skilled warrior prince is forced into hiding after a treacherous coup.  He must overcome numerous deadly obstacles and gather unlikely allies to reclaim his birthright and throne.  Facing relentless pursuit by his usurping uncle's forces, the prince's journey is a brutal test of survival and loyalty.  His fight is not just for power, but for the very soul of his kingdom.  Only through courage and cunning can he hope to restore peace."
Gekijôban G No Reconguista III: Uchû kara no isan,7.2,2021,R,Animation,Yoshiyuki Tomino,Yoshiyuki Tomino,66.0,"https://m.media-amazon.com/images/M/MV5BZGJmYTQ2YWMtZjVlNi00MDAwLTgxMmYtYzIwMmMwYmY2OGFhXkEyXkFqcGdeQXVyODMyNTM0MjM@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: Gekijôban G No Reconguista III: Uchû kara no isan; Genre: Animation; Director: Yoshiyuki Tomino; Cast: Yoshiyuki Tomino,"In the distant future, a new conflict erupts over the legacy of a powerful, mysterious technology left behind in space.  A young pilot, Bellri, finds himself caught in a galactic struggle between warring factions vying for control of this ancient inheritance.  His journey unveils a conspiracy that threatens the very fabric of space and the survival of humanity.  Alliances shift, betrayals are commonplace, and the true purpose of this cosmic inheritance remains shrouded in secrecy.  Only by facing overwhelming odds can Bellri unravel the truth and decide the fate of the universe."
Pioneer 12,5.9,1999,R,Fantasy,Aaron N. Feldman,Christopher MurneyAlice PlaytenChristopher Wisner,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Pioneer 12; Genre: Fantasy; Director: Aaron N. Feldman; Cast: Christopher MurneyAlice PlaytenChristopher Wisner,"In 1999, a forgotten probe, Pioneer 12, unexpectedly re-enters Earth's atmosphere, carrying a mysterious artifact that unlocks a hidden realm of mythical creatures.  A team of unlikely heroes must protect this portal from forces seeking to exploit its power, battling both fantastical beasts and human greed.  Their journey leads them through enchanted forests and treacherous landscapes, testing their courage and forcing them to confront ancient prophecies.  The fate of both worlds hangs in the balance as they race against time to seal the gateway before it's too late."
New World,5.2,2002,R,Action,Peter John Ross,George CaleodisFritz CargouldMilan A. Cargould,66.0,"https://m.media-amazon.com/images/M/MV5BYmQ3ZThhMmEtM2M1My00NTQ0LTllZjctM2E2OTIyNjgwOWE4XkEyXkFqcGdeQXVyMDEyMjE2Mw@@._V1_QL75_UY281_CR144,0,190,281_.jpg",116.3,Title: New World; Genre: Action; Director: Peter John Ross; Cast: George CaleodisFritz CargouldMilan A. Cargould,"In a dystopian future, a hardened warrior navigates a treacherous, technologically advanced underworld.  He's caught in a brutal power struggle between rival factions vying for control of a precious resource.  Forced to confront his past, he must make impossible choices to survive and potentially reshape the fate of this oppressive world.  His quest for freedom leads him down a path of violence and betrayal, testing his limits and forcing him to question his own loyalties.  Ultimately, he must decide whether to fight for a better future or succumb to the ruthless reality of his new world."
The Thin Time,6.0,2006,R,Sci-Fi,J.R. Hughto,Jason DeckerJason Joel HarrisDarryl Hughto,66.0,"https://m.media-amazon.com/images/M/MV5BM2JkMGY2N2UtNzNjOS00MDQxLWIyNTctYmFlZDJhOTRlYmRjXkEyXkFqcGdeQXVyMjMyMzI4MzY@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: The Thin Time; Genre: Sci-Fi; Director: J.R. Hughto; Cast: Jason DeckerJason Joel HarrisDarryl Hughto,"A team of scientists discovers a temporal anomaly – a thin, unstable thread of time – allowing glimpses into alternate realities.  Their initial explorations reveal breathtaking possibilities, but the thread proves volatile and dangerous, threatening to unravel their present reality and unleash catastrophic consequences.  As they delve deeper, the scientists must race against time to stabilize the anomaly before it destroys everything they know.  Their quest for understanding becomes a desperate fight for survival against the very fabric of spacetime."
Roshtalivik,6.1,2016,Not Rated,Sci-Fi,Nicholas J. Moore,Hauke BahrDavid CharlesLee McCarty,66.0,"https://m.media-amazon.com/images/M/MV5BN2YyYWNlMzEtNzQwYi00OWUyLTkyZTItMTYxY2RkZjUxNWQzXkEyXkFqcGdeQXVyMTE3MDE0Njc0._V1_QL75_UX190_CR0,2,190,281_.jpg",72.0,Title: Roshtalivik; Genre: Sci-Fi; Director: Nicholas J. Moore; Cast: Hauke BahrDavid CharlesLee McCarty,"In a distant galaxy ravaged by war, a lone scavenger discovers a powerful artifact—the Roshtalivik—capable of unimaginable destruction.  Haunted by a tragic past, she must decide whether to wield its power for revenge or to safeguard the galaxy from a looming threat.  Her journey leads her through treacherous landscapes and perilous encounters with ruthless factions vying for control.  Ultimately, she confronts her inner demons and makes a choice that will determine the fate of countless worlds."
Idõugrók 3 - Lidércháborús Múlt,5.5,2013,R,Sci-Fi,Esses Tamás,Esses TamásNémeth TündeTokodi Sandor,66.0,"https://m.media-amazon.com/images/M/MV5BMTk5MTQ4NjM3OV5BMl5BanBnXkFtZTcwMzYzMDI1OQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3,Title: Idõugrók 3 - Lidércháborús Múlt; Genre: Sci-Fi; Director: Esses Tamás; Cast: Esses TamásNémeth TündeTokodi Sandor,"Time travelers, plagued by a shadowy past, uncover a forgotten war that threatens to unravel the fabric of reality.  A catastrophic event from a parallel timeline bleeds into their own, unleashing terrifying creatures and forcing them to confront a history they desperately tried to bury.  Their journey to prevent a devastating future requires navigating treacherous temporal paradoxes and facing their own deeply personal connection to the conflict.  Only by mastering the past can they secure the future."
The Parchene Conspiracy,6.8,2009,R,Sci-Fi,David Daring,John AlexanderCrockett AndersonTony Armstrong,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: The Parchene Conspiracy; Genre: Sci-Fi; Director: David Daring; Cast: John AlexanderCrockett AndersonTony Armstrong,"In the year 2049, a seemingly utopian city hides a dark secret: the Parchene, a powerful energy source, is causing devastating mutations in its citizens.  A disillusioned scientist uncovers a conspiracy reaching the highest levels of power, revealing the true cost of technological advancement.  He must race against time to expose the truth before the city – and perhaps the world – is irrevocably changed. His fight for survival pits him against a formidable enemy who will stop at nothing to protect their deadly secret."
Omni: Verse,7.0,2016,R,Adventure,Grier Dill,Grier DillSean GillJulie Gomez,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: Omni: Verse; Genre: Adventure; Director: Grier Dill; Cast: Grier DillSean GillJulie Gomez,"In a universe fractured into countless realities, a lone traveler discovers a hidden pathway connecting them all.  Their journey across these disparate worlds becomes a desperate race against a shadowy force threatening to unravel the very fabric of existence.  Facing unimaginable dangers and unexpected allies, they must master the power of the Omni-Verse to restore balance before everything is lost.  Only by uniting the fractured realities can true peace be achieved."
Mr. Suzuki: A Man in God's Country,7.2,2020,R,Sci-Fi,Omoi Sasaki,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BNTc1NGY5ZWYtNjI3Ny00MTY4LWE2ZGEtNWViNjU5ODRmNmMxXkEyXkFqcGdeQXVyNzEwOTMwNDQ@._V1_QL75_UY281_CR5,0,190,281_.jpg",116.3,Title: Mr. Suzuki: A Man in God's Country; Genre: Sci-Fi; Director: Omoi Sasaki; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"In a future where humanity has colonized Mars, a lone botanist, Mr. Suzuki, discovers a sentient plant life form with astonishing abilities.  His attempts to protect this alien life are thwarted by a powerful corporation seeking to exploit its power for profit.  A desperate race against time ensues as Mr. Suzuki fights to safeguard the delicate ecosystem of the red planet and the extraordinary life it harbors.  The fate of both worlds hangs in the balance."
Fairie,6.7,2002,R,Sci-Fi,Willo Hausman,Jack WallaceEd GaleRichard Parent,66.0,"https://m.media-amazon.com/images/M/MV5BNTZiMWUwMDQtY2ExYi00OTYxLTg3OGYtNDZkM2EwZmQ5MzM3XkEyXkFqcGdeQXVyMTI2NjcwMTI@._V1_QL75_UY281_CR120,0,190,281_.jpg",116.3,Title: Fairie; Genre: Sci-Fi; Director: Willo Hausman; Cast: Jack WallaceEd GaleRichard Parent,"In a near-future where humanity's grip on technology falters, a hidden community of sophisticated, miniature beings—Fairies—emerges from the shadows.  Their advanced technology poses both a threat and a potential salvation for a failing world.  A lone scientist discovers their existence, forcing him to choose between humanity's survival and the Fairies' precarious independence.  The delicate balance between two worlds hangs in the balance as a conflict erupts, threatening to destroy them both."
"Minor Daemon, Volume 1",8.3,2021,R,Animation,Jon Rafman,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,"Title: Minor Daemon, Volume 1; Genre: Animation; Director: Jon Rafman; Cast: Daniel RadcliffeEmma WatsonRupert Grint","In a vibrant, hidden world beneath our own, a low-ranking demon named Fizzwick discovers a prophecy foretelling his unlikely rise to power.  His attempts to fulfill this destiny, however, lead to hilarious chaos and unexpected friendships with unlikely allies.  Facing powerful adversaries and bureaucratic nightmares of the underworld, Fizzwick must overcome his inherent incompetence to save both his world and maybe, just maybe, our own.  The fate of two realms hangs in the balance, all hinging on the success (or spectacular failure) of this most minor of demons."
The Dragons of Jim Green,7.6,2012,R,Documentary,Randy M. Salo,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BNzMzMjY5ZjgtMzg0Mi00NWFiLTg1MTgtZmE5NWY0ZDBhNDU3XkEyXkFqcGdeQXVyMzg2MjQ2MQ@@._V1_QL75_UY281_CR3,0,190,281_.jpg",116.3,Title: The Dragons of Jim Green; Genre: Documentary; Director: Randy M. Salo; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"The Dragons of Jim Green follows the eccentric Jim Green, a reclusive scholar obsessed with proving the existence of mythical dragons.  His meticulous research, spanning decades, culminates in a perilous expedition to a remote, unexplored region.  Facing skepticism from the scientific community, Jim risks everything to uncover the truth behind ancient legends.  His journey challenges conventional wisdom and reveals a surprising connection between mythology and reality.  The film presents a compelling portrait of unwavering belief in the face of overwhelming doubt."
Presence,5.9,2008,R,Horror,Bryan Kramer,Bryant CookTim CummingsPaula Mitchell Manning,66.0,"https://m.media-amazon.com/images/M/MV5BMjE0MjEyNTUzOV5BMl5BanBnXkFtZTcwOTAxNzE3Mg@@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3,Title: Presence; Genre: Horror; Director: Bryan Kramer; Cast: Bryant CookTim CummingsPaula Mitchell Manning,"A reclusive artist, haunted by a tragic past, discovers a malevolent entity mirroring his deepest fears is manifesting in his secluded home.  As the entity's influence grows, blurring reality and sanity, he must confront his demons or become another victim.  His fight for survival pushes him to the brink as the line between the living and the spectral world disappears.  The only way out is to confront the darkness within, a darkness far more terrifying than anything outside."
The Follow,5.8,2004,R,Sci-Fi,Glenn Triggs,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_QL75_UX190_CR0,0,190,281_.jpg",116.3,Title: The Follow; Genre: Sci-Fi; Director: Glenn Triggs; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"In a near-future London shrouded in perpetual twilight, a mysterious signal disrupts the city's technological infrastructure. A young, disillusioned programmer discovers the signal is a cryptic message, leading him on a desperate chase through a labyrinthine, technologically advanced underworld.  He must decipher the message before a catastrophic event plunges the city into complete darkness. The answer lies hidden within a network of followers, each holding a piece of the puzzle. His pursuit for truth unravels a conspiracy far larger than he could have imagined."
Koyakatsi,7.7,2014,R,Action,Ayoub Qanir,Daniel RadcliffeEmma WatsonRupert Grint,66.0,"https://m.media-amazon.com/images/M/MV5BODUwMzIwMTg3NV5BMl5BanBnXkFtZTcwNTQzNjExOA@@._V1_QL75_UX190_CR0,2,190,281_.jpg",116.3,Title: Koyakatsi; Genre: Action; Director: Ayoub Qanir; Cast: Daniel RadcliffeEmma WatsonRupert Grint,"In a near-future dystopia ravaged by climate change, a lone warrior embarks on a perilous journey to find a mythical artifact rumored to restore balance to the world.  He faces relentless attacks from both brutal human factions and terrifying mutated creatures born from the environmental collapse.  His quest for redemption intertwines with the desperate fight for survival of a fractured civilization clinging to hope. The fate of the world hangs in the balance, dependent on his success."
Cultivision (Collapsing Stars),7.5,2002,R,Sci-Fi,Neill Calabro,Danny VinsonMonica AmbroseScott Brantley,66.0,"https://m.media-amazon.com/images/M/MV5BMTMzMDA4NzU3MV5BMl5BanBnXkFtZTcwNTM5ODIxMw@@._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3,Title: Cultivision (Collapsing Stars); Genre: Sci-Fi; Director: Neill Calabro; Cast: Danny VinsonMonica AmbroseScott Brantley,"In a future ravaged by ecological collapse, humanity's survival hinges on a revolutionary technology: Cultivision, which harvests energy from dying stars.  When a vital Cultivision station malfunctions, a desperate team embarks on a perilous mission to repair it, racing against time before the energy source implodes and plunges Earth into total darkness.  Their journey exposes a conspiracy that threatens not just the station, but the very future of the planet. The fate of humanity rests on their shoulders, as they battle both technological failures and a hidden enemy."
Oko Boga,7.1,2001,R,Drama,Piotr Krzywiec,Ryszard DolinskiIwona SzczesnaAndrzej Beja-Zaborski,66.0,"https://m.media-amazon.com/images/M/MV5BZGUwYzE1MTItMjQ1My00NDlhLThiMTctMzNmZWY5MjA0MmUxXkEyXkFqcGdeQXVyMTE0MDU0MjI4._V1_QL75_UY281_CR4,0,190,281_.jpg",116.3,Title: Oko Boga; Genre: Drama; Director: Piotr Krzywiec; Cast: Ryszard DolinskiIwona SzczesnaAndrzej Beja-Zaborski,"A devout priest grapples with a profound crisis of faith after a tragic accident leaves him questioning God's plan.  His unwavering belief is tested by the suffering of those around him, forcing him to confront the complexities of his own spirituality.  He must find a path to reconcile his personal torment with his pastoral duties, navigating a world where faith and doubt clash.  His journey becomes a powerful exploration of hope, despair, and the enduring strength of the human spirit."
